focal_entity,candidate_entity,label,description_of_focal_entity,description_of_candidate_entity,smile_feature_of_focal_entity,smile_feature_of_candidate_entity
Boceprevir,Imatinib,True,"Boceprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as Boceprevir. Boceprevir is an inhibitor of NS3/4A, a serine protease enzyme, encoded by HCV genotypes 1 and 4 [synthesis]. These enzymes are essential for viral replication and serve to cleave the virally encoded polyprotein into mature proteins like NS4A, NS4B, NS5A and NS5B [FDA Label]. The barrier for develoment of resistance to NS3/4A inhibitors is lower than that of NS5B inhibitors, another class of DAAs [A19593]. Subtitutions at amino acid positions 155, 156, or 168 are known to confer resistance. The substitutions of the enzyme's catalytic triad consisting of H58, D82, and S139 are also likely to alter the affinity of the drug for NS3/4A or the activity of the enzyme itself. Despite this disadvantage Boceprevir is still effective against HCV when paired with [DB00811], [DB00008], and [DB00022].;;;;","Imatinib is a small molecule kinase inhibitor that revolutionized the treatment of cancer, particularly chronic myeloid leukemia, in 2001.[A249305] It was deemed a ""miracle drug"" due to its clinical success, as oncologist Dr. Brian noted that ""complete hematologic responses were observed in 53 of 54 patients with CML treated with a daily dosage of 300 mg or more and typically occurred in the first four weeks of therapy"".[A249315]. The discovery of imatinib also established a new group of therapy called ""targeted therapy"", since treatment can be tailored specifically to the unique cancer genetics of each patient.[L42220];;;;",[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
Norepinephrine,Theophylline,True,Precursor of epinephrine that is secreted by the adrenal medulla and is a widespread central and autonomic neurotransmitter. Norepinephrine is the principal transmitter of most postganglionic sympathetic fibers and of the diffuse projection system in the brain arising from the locus ceruleus. It is also found in plants and is used pharmacologically as a sympathomimetic.;;;;,"A methylxanthine derivative from tea with diuretic, smooth muscle relaxant, bronchial dilation, cardiac and central nervous system stimulant activities. Mechanistically, theophylline acts as a phosphodiesterase inhibitor, adenosine receptor blocker, and histone deacetylase activator. Theophylline is marketed under several brand names such as Uniphyl and Theochron, and it is indicated mainly for asthma, bronchospasm, and COPD.;;;;",NC[C@H](O)C1=CC(O)=C(O)C=C1,CN1C2=C(NC=N2)C(=O)N(C)C1=O
Tadalafil,Nadolol,True,"Tadalafil is a selective phosphodiesterase-5 inhibitor that is used in the treatment of erectile dysfunction (ED), pulmonary arterial hypertension (PAH), and benign prostatic hypertrophy.[L39100, L39105] It was first approved in 2003 by the FDA for use in ED and later in 2009 for PAH. In contrast to other PDE5 inhibitors like [sildenafil], tadalafil has greater selectivity for PDE5 and a longer half-life which has made it a more suitable option for chronic once-daily dosing in the treatment of PAH.[A242287];;;;","Nadolol is a nonselective beta adrenal receptor blocker that is used to lower blood pressure.[L7922,L7925] Nonselective beta adrenal receptor blockers may no longer be first line in the treatment of hypertension as newer generations of beta adrenal receptor blockers have higher selectivity and offer better rates of adverse effects.[A34177];;;;",[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
Nabilone,Cocaine,True,"Nabilone (marketed as Cesamet) is a synthetic form of delta-9-tetrahydrocannabinol (Δ⁹-THC), the primary psychoactive component of cannabis (marijuana). Although structurally distinct from THC, nabilone mimics THC's structure and pharmacological activity through weak partial agonist activity at Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R) receptors, however it is considered to be twice as active as Δ⁹-THC. Nabilone is approved by the FDA for the treatment of nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments [FDA Label].;;;;","An alkaloid ester extracted from the leaves of plants including coca. It is a local anesthetic and vasoconstrictor and is clinically used for that purpose, particularly in the eye, ear, nose, and throat. It also has powerful central nervous system effects similar to the amphetamines and is a drug of abuse. Cocaine, like amphetamines, acts by multiple mechanisms on brain catecholaminergic neurons; the mechanism of its reinforcing effects is thought to involve inhibition of dopamine uptake.;;;",[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
Nicardipine,Butabarbital,True,A potent calcium channel blockader with marked vasodilator action. It has antihypertensive properties and is effective in the treatment of angina and coronary spasms without showing cardiodepressant effects. It has also been used in the treatment of asthma and enhances the action of specific antineoplastic agents. [PubChem];;;;,"Butabarbital, or Butisol, is a fast onset barbiturate with short duration of action compared to other barbiturates.[A201977,L13613] This makes butabarbital a useful drug for treating severe insomnia and pre-operative anxiety.[A201977,L13613] Butabarbital is less commonly used in recent years, as more patients are typically prescribed benzodiazepines.[A19735] Its short duration of action gives butabarbital a high abuse potential, comparable to [secobarbital].[A201977,A201980];;;;",COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
Cloxazolam,Methadone,True,"Cloxazolam is a benzodiazepine with anxiolytic, sedative/hypnotic, muscle relaxant, and antiepileptic effects. It is marketed in the Argentina, Australia, Portugal, Belgium, Switzerland, Luxembourg, Germany, Taiwan and Japan -- mainly for anti-anxiety. The usual dose of cloxazolam in adults is 3-12mg/day for anti-anxiety. Although less commonly noted, it has also been reported as clinically effective in the treatment of depression, schizophrenia, and neurosis. As well, it has also been studied in Japan in doses of 15-30mg/day as an adjunct in the treatment of intractable epilepsy, for which it has demonstrated effectiveness.;;;;","Methadone is a potent synthetic analgesic that works as a full µ-opioid receptor (MOR) agonist and N-methyl-d-aspartate (NMDA) receptor antagonist. As a full MOR agonist, methadone mimics the natural effects of the body's opioids, endorphins, and enkephalins through the release of neurotransmitters involved in pain transmission. It also has a number of unique characteristics that have led to its increased use in the last two decades; in particular, methadone has a lower risk of neuropsychiatric toxicity compared to other opioids (due to a lack of active metabolites), minimal accumulation in renal failure, good bioavailability, low cost, and a long duration of action.[F4685,F4688,F4691,A185885,A185900,A185903] ;;;",ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Lopinavir,Gliquidone,True,"Lopinavir is an antiretroviral protease inhibitor used in combination with other antiretrovirals in the treatment of HIV-1 infection.[L11163] Lopinavir is marketed and administered exclusively in combination with [ritonavir] - this combination, first marketed by Abbott under the brand name Kaletra in 2000, is necessary due to lopinavir's poor oral bioavailability and extensive biotransformation. Ritonavir is a potent inhibitor of the enzymes responsible for lopinavir metabolism, and its co-administration ""boosts"" lopinavir exposure and improves antiviral activity.[L11163] Like many other protease inhibitors (e.g. [saquinavir], [nelfinavir]), lopinavir is a peptidomimetic molecule - it contains a hydroxyethylene scaffold that mimics the peptide linkage typically targeted by the HIV-1 protease enzyme but which itself cannot be cleaved, thus preventing the activity of the HIV-1 protease.[A191757];;;;","Gliquidone is a sulfonylurea drug used to treat diabetes mellitus type 2. It is an ATP-dependent K+ (KATP) channel blocker. This block causes a depolarization which leads to activation of voltage-dependent Ca channels and Ca2+ influx, and eventually increases insulin release.;;;;",CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O
Tolvaptan,Fosphenytoin,True,"Tolvaptan is used to treat low blood sodium levels (hyponatremia) associated with various conditions like congestive heart failure, cirrhosis, and syndrome of inappropriate antidiuretic hormones (SIADH). FDA approved on May 19, 2009.;;;;","Fosphenytoin is a water-soluble phenytoin prodrug used only in hospitals for the treatment of epileptic seizures. It works by slowing down impulses in the brain that cause seizures. Its main mechanism is to block frequency-dependent, use-dependent and voltage-dependent neuronal sodium channels, and therefore limit repetitive firing of action potentials.;;;;",CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
Brimonidine,Duloxetine,True,"Brimonidine is an alpha-adrenergic agonist and 2-imidazoline derivative that was first introduced in 1996.[A178951] It is considered to be a third generation alpha-2 aadrenergic receptor agonist, since it displays preferential binding at alpha-2 adrenoceptors over alpha-1 receptors.[A179002] Brimonidine displays a higher selectivity toward the alpha-2 adrenergic receptors than [clonidine] or [apraclonidine], which are also alpha-2 adrenergic agonists.[A178969] Alpha-2 adrenergic agonists are members of the ocular hypotensive agent drug class that are used in the chronic treatment of glaucoma. Early treatment and management of glaucoma, which predominantly involves the lowering of intraocular pressure, is critical since glaucoma is considered to be a common cause of blindness worldwide.[A178948,A178969] ;;;;","Duloxetine is a dual serotonin and norepinephrine reuptake inhibitor.[label] It was originally discovered in 1993 and developed by Eli Lilly and Company as LY248686.[A178741] Duloxetine first received approval from the FDA in August, 2004 as Cymbalta for the treatment of Major Depressive Disorder.[L6454] It has since received approval for a variety of indications including the treatment of neuropathic pain, Generalized Anxiety disorder, osteoarthritis, and stress incontinence. Duloxetine continues to be investigated for the treatment of pain in cancer, surgery, and more.;;;;",BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
Dasatinib,Darifenacin,True,"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR.;;;;","Darifenacin (Enablex®, Novartis) is a medication used to treat urinary incontinence.;;;;",CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
Midazolam,Netupitant,True,"Midazolam is a short-acting hypnotic-sedative drug with anxiolytic, muscle relaxant, anticonvulsant, sedative, hypnotic, and amnesic properties.[A173842] It belongs to a class of drugs called _benzodiazepines_. This drug is unique from others in this class due to its rapid onset of effects and short duration of action.[A173842] Midazolam is available by oral, rectal, intranasal, intramuscular (IM), and intravenous (IV) routes and has been used in various biomedical applications, including dentistry, cardiac surgery, and endoscopic procedures as pre-anesthetic medication, and as an adjunct to local anesthesia.[F2977];;;;",Netupitant is an antiemitic drug approved by the FDA in October 2014 for use in combination with palonosetron for the prevention of acute and delayed vomiting and nausea associated with cancer chemotherapy including highly emetogenic chemotherapy. Netupitant is a neurokinin 1 receptor antagonist. The combination drug is marketed by Eisai Inc. and Helsinn Therapeutics (U.S.) Inc. under the brand Akynzeo.;;;;,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1
Alfuzosin,Avanafil,True,"Benign prostatic hyperplasia (BPH) refers to a benign growth or hyperplasia of the prostate and leads to lower urinary tract symptoms in men, such as urgency, frequency and changes to urine flow. The prevalence of BPH is as high as 50%-60% for males in their 60's, and this prevalence increases to 80%-90% of those over 70.[A228483] Alfuzosin is an alpha-1 adrenergic blocker used in the symptomatic treatment of BPH that works by relaxing the muscles in the prostate and bladder neck.[L31593] It was initially approved by the FDA in 2003 and is marketed by several pharmaceutical companies.[L9251];;;;","Avanafil is a phosphodiesterase-5 (PDE5) inhibitor used in the treatment of erectile dysfunction. In comparison with other drugs of the same class, it shows greater selectivity for PDE5 over PDE6 than both [sildenafil] and [vardenafil] but less selectivity than [tadalafil], suggesting a relatively lower risk of visual disturbances associated with off-target PDE6 inhibition.[L32113];;;;",COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1
Rufinamide,Methsuximide,True,"Rufinamide is a triazole derivative and an anticonvulsant medication to treat seizure disorders like Lennox-Gastuat syndrome, a form of childhood epilepsy. Clinical trials suggest its efficacy in the treatment of partial seizures.;;;;",Mesuximide (or methsuximide) is an anticonvulsant medication. It is sold by Pfizer under the name Petinutin.;;;;,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
Sodium oxybate,Diazepam,True,"Sodium oxybate (Xyrem) is a central nervous system (CNS) depressant used to treat cataplexy or excessive daytime sleepiness associated with narcolepsy.[L30598] It is a sodium salt of [gamma-Hydroxybutyric acid], an endogenous cerebral inhibitory neurotransmitter [A251445] and a metabolite of the inhibitory neurotransmitter GABA.[A251430] Due to its physiological effects, sodium oxybate is associated with a risk for substance misuse and abuse. Sodium oxybate has been misused to stimulate body growth and to induce euphoria, disinhibition, and sexual arousal as a ""party drug"" or ""club drug.""[A18723] For safety reasons, sodium oxybate is a controlled substance only available through a restricted program in approved countries.[L30598];;;;","A benzodiazepine with anticonvulsant, anxiolytic, sedative, muscle relaxant, and amnesic properties and a long duration of action. Its actions are mediated by enhancement of gamma-aminobutyric acid activity. It is used in the treatment of severe anxiety disorders, as a hypnotic in the short-term management of insomnia, as a sedative and premedicant, as an anticonvulsant, and in the management of alcohol withdrawal syndrome. (From Martindale, The Extra Pharmacopoeia, 30th ed, p589);;;;",[Na+].OCCCC([O-])=O,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
